product_id,product_name,manufacturer,Capacity,calories,sodium,sugars,protein,category
1333,옥수수맛콘,(주)광일식품,280,475,348,15,5,과자
1334,옥수수콘,나란히식품,120,485,83,0.75,10,과자
1335,옥수수팝버터맛,해당없음,5000,548,76,16,5,과자
1336,옥수수팝칠리맛,해당없음,5000,592,279,4,6,과자
1337,온리프라이스국내산17곡크리스피롤,(주)개미식품,180,617,178,13.33,3.5,과자
1338,온리프라이스국내산21곡크리스피롤미니딸기,(주)개미식품,120,541,66,34,9,과자
1339,온리프라이스바나나콘,(주)에스디씨,100,660,55,6,2.8,과자
1340,온리프라이스크리스피롤미니초코,(주)개미식품,130,520,75,30,7,과자
1341,올레디저트스윗라운드,해당없음,2760,520,40,12,7,과자
1342,올레디저트스윗미니라운드,해당없음,1445,520,40,12,7,과자
1343,올레디저트스윗미니스퀘어,해당없음,1470,520,40,12,7,과자
1344,올리브그리시니,해당없음,280,432,700,3.6,10.9,과자
1345,올인원누가크래커32P,몽샹디저트,640,443,261,33.31,6.32,과자
1346,올인원설큐빙12p,몽샹디저트,396,443,145,38.52,5.52,과자
1347,와따라면땅,(주)소이빈델리,70,549,371,11.43,11.43,과자
1348,와사비프레첼,(주)제이앤이,70,500,829,8.57,8.57,과자
1349,와클,㈜오리온 제2 익산공장,228,496,513,17.11,6.58,과자
1350,와플메이트크리스피,서주제과(주),204,471,412,35.29,5.88,과자
1351,왕고구마형스낵,(주)광일식품,120,474,202,14,10,과자
1352,왕고구마형스낵,에코푸드(주),180,410,217,14.8,7.3,과자
1353,왕고래밥볶음양념맛,(주)오리온,56,441,696,10.71,7.14,과자
1354,왕새우,풍전나이스제과(주),360,500,620,7,5,과자
1355,왕새우스낵,풍전나이스제과(주),400,530,640,6,6,과자
1356,왕새우칩,미찌푸드(주),27,507,815,11.11,3.7,과자
1357,왕소라형,태광제과,750,450,200,17,8,과자
1358,왕소라형과자,(주)청우식품,160,450,425,15,7.5,과자
1359,왕소라형과자,(주)코스모스제과,130,458,323,20,7.69,과자
1360,왕소라형스낵,에코푸드(주),180,416,161,7.74,8,과자
1361,왕짱구,삼양식품(주),275,517,183,16.67,6.67,과자
1362,요미요미미니팝구운옥수수,(주)에스디씨,25,544,132,8,4,과자
1363,요미요미미니팝딸기요거트,(주)에스디씨,25,544,120,10,4,과자
1364,요미요미미니팝트리플치즈,(주)에스디씨,25,528,220,8,4,과자
1365,요하이키즈상큼바닐라샌드,롯데제과(주),315,511,356,26.67,4.44,과자
1366,우리가족도넛사랑,(주)신흥식품,40,475,5,30,5,과자
1367,우리다시마쌀건빵,(주)금풍제과,160,426,492,18,9,과자
1368,우리밀건빵,(주)금풍제과,30,417,350,10,10,과자
1369,우리밀고구마형과자,(주)코스모스제과,200,470,325,26,8.5,과자
1370,우리밀곡물와플,(주)삼아인터내셔날,80,519,238,18.75,6.25,과자
1371,우리밀구운두부과자,씨튼장애인직업재활센터씨튼베이커리,100,435,550,11,14,과자
1372,우리밀꾸러기짱,(주)우리밀,90,514,352,6.67,7.78,과자
1373,우리밀두부과자,(주)우리밀,100,575,240,3,8,과자
1374,우리밀두부전병,제이티푸드,220,430,215,28,11,과자
1375,우리밀땅콩셈비,태양제과,380,403,74,11.37,11.37,과자
1376,우리밀로만든두부스낵,(주)우리밀,100,575,240,3,8,과자
1377,우리밀로만든와플,(주)삼아인터내셔날,420,500,214,19.05,9.52,과자
1378,우리밀마늘빵,(주)고을,100,561,189,8.6,6,과자
1379,우리밀맛단지,(주)우리밀,90,511,189,15.56,7.78,과자
1380,우리밀발아통밀2.5건빵,훼미리식품(주),200,440,545,13,11,과자
1381,우리밀발아통밀오곡이전병,제이티푸드,150,443,383,33.33,10,과자
1382,우리밀보리건빵,훼미리식품(주),180,436,372,12.78,7.78,과자
1383,우리밀샤르르와플,(주)삼아인터내셔날,80,500,325,32.5,11.25,과자
1384,우리밀싱싱새우짱,풍전나이스제과(주),60,425,667,5,8.33,과자
1385,우리밀쌀건빵,훼미리식품(주),120,417,458,11.67,10,과자
1386,우리밀아몬드튀일,씨튼장애인직업재활센터씨튼베이커리,100,555,50,19,15,과자
1387,우리밀야채쌀건빵,훼미리식품(주),120,425,400,12.5,10,과자
1388,우리밀우리콩두부스낵,(주)우리밀,60,583,142,10,8.33,과자
1389,우리밀짱맛있는감자,풍전나이스제과(주),55,500,327,3.64,7.27,과자
1390,우리밀참깨봉,(주)삼아인터내셔날,90,489,356,15.56,7.78,과자
1391,우리밀채소쌀건빵,훼미리식품(주),120,423,400,12.5,10,과자
1392,우리밀초코아몬드,씨튼장애인직업재활센터씨튼베이커리,100,560,120,22,9,과자
1393,우리밀통밀크래커,씨튼장애인직업재활센터씨튼베이커리,100,555,410,18,11,과자
1394,우리밀통밀퐁,영농조합법인산골농장,70,429,14,24.29,10,과자
1395,우리밀하늘바다새우,풍전나이스제과(주),60,408,650,5,8.33,과자
1396,우리밀호분건빵,(주)금풍제과,180,400,600,16.67,10,과자
1397,우리쌀대롱스낵,(주)광일식품,280,472,196,19,6,과자
1398,우리쌀로만든부드러운오란다,농업회사법인(주)담양한과명진식품,18,517,139,11.11,11.11,과자
1399,우리쌀로만든쌀소라형과자,동아제과,100,500,300,13.33,6.67,과자
1400,우리쌀로만든오란다,(주)해오름식품,560,500,71,21.43,7.14,과자
1401,우리쌀로만든인절미스낵,신화당제과,560,546,196,21.43,0,과자
1402,우리쌀아몬드전병,신화당제과,216,472,125,33.33,5.56,과자
1403,우리쌀인절미스낵,동아제과,125,534,148,16.88,7.04,과자
1404,우리쌀퍼프현미랑포도랑,바이오에프이주식회사,30,400,0,20,6.33,과자
1405,우리쌀현미랑딸기가통에쏙,바이오에프이주식회사,35,400,0,17.43,6.57,과자
1406,우리아이착한양파,풍전나이스제과(주),75,500,833,10,6.67,과자
1407,우리아이처음먹는감자얌얌,(주)에스디씨,35,489,571,5.71,5.71,과자
1408,우리아이처음먹는새우얌얌,(주)에스디씨,40,468,450,5,5,과자
1409,우리아이처음먹는양파얌얌,(주)에스디씨,35,494,486,8.57,4.29,과자
1410,우리애들유기농쌀과자떡뻥백미,아기랑,30,400,33,0,6.67,과자
1411,우리애들유기농쌀과자떡뻥자색고구마,아기랑,30,400,33,0,6.67,과자
1412,우리애들유기농쌀과자스틱브로콜리,아기랑,30,400,0,0,6.67,과자
1413,우리애들유기농쌀과자스틱현미,아기랑,30,400,0,0,6.67,과자
1414,우리통밀로만든모닝퐁,영농조합법인산골농장,15,440,3,21.33,9.33,과자
1415,우마이봉 치킨카레맛,"RISKA CO.,LTD. JAPAN",180,583,500,0,6.67,과자
1416,우아한현미스틱야채밸런스,그린원푸드,10,400,0,0,10,과자
1417,우아한현미스틱약콩,그린원푸드,10,400,0,0,10,과자
1418,우아한현미스틱오곡,그린원푸드,10,400,0,0,10,과자
1419,우유먹은공룡,(주)청우식품,60,433,300,20,6.67,과자
1420,울트라짱,(주)동화씨앤에프,110,515,230,22,5,과자
1421,워커스쇼트브레드오리지날,해당없음,150,526,280,16,6,과자
1422,워커스쇼트브레드하이랜더스,해당없음,200,511,270,24,5,과자
1423,워커스스코티독스미니,해당없음,150,501,252,16,6,과자
1424,워커스페스티브미니스타,해당없음,200,530,272,16.5,6,과자
1425,원물표고버섯과자,농업회사법인즐거운주식회사,45,414,367,14,7.2,과자
1426,원핸드스낵칠리새우맛,(주)동화씨앤에프,70,506,529,14.29,5.71,과자
1427,원핸드스낵콘버터맛,(주)동화씨앤에프,70,507,414,18.57,4.29,과자
1428,월넛브라운,빅푸드시스템,120,475,136,23.93,7.71,과자
1429,월넛브래드스틱,해당없음,200,554,308,3.74,14.78,과자
1430,월드콘X크런키더블크런치바,삼진식품,35,500,100,45.71,8.57,과자
1431,웰빙고구마스틱,해당없음,5000,450,150,2.33,1.67,과자
1432,웰빙메밀과자,(주)바른길,110,401,211,0.91,10.91,과자
1433,웰빙미니꽈베기,해당없음,3000,533,350,8,10,과자
1434,웰빙오곡과자,(주)바른길,110,405,210,0.91,7.27,과자
1435,웰빙자색고구마칩,해당없음,4000,656,92,8,8,과자
1436,웰빙현미과자,(주)바른길,110,405,211,0,7.27,과자
1437,위트빅스고와일드베리플레이버,해당없음,250,403,389,20.2,8,과자
1438,유기농 감귤 쌀스틱,㈜에이뷰,30,450,0,26.67,3.33,과자
1439,유기농 딸기 쌀스틱,㈜에이뷰,30,433,0,30,3.33,과자
1440,유기농 쌀과자 퍼프 단호박,주식회사 오늘도,20,400,0,0,10,과자
1441,유기농 쌀과자 퍼프 딸초,주식회사 오늘도,25,456,28,12,8,과자
1442,유기농 쌀과자 퍼프 사과당근,주식회사 오늘도,20,400,0,0,10,과자
1443,유기농 쌀과자 퍼프 오리지날초코,주식회사 오늘도,25,464,12,12,8,과자
1444,유기농 쌀과자 퍼프 자색고구마,주식회사 오늘도,20,400,0,0,10,과자
1445,유기농 쌀과자 퍼프 치초,주식회사 오늘도,25,476,112,16,8,과자
1446,유기농 애플 크럼블,Island Bakery Organics Ltd DERVAIG TOBERMORY PA75 6PY,125,438,640,26,5.1,과자
1447,유기농 오트 크럼블,Island Bakery Organics Ltd DERVAIG TOBERMORY PA75 6PY,125,442,480,18,6.9,과자
1448,유기농 인절미 쌀스틱,㈜에이뷰,30,433,250,20,10,과자
1449,유기농 현미쌀과자,레인보우팜㈜농업회사법인,70,387,83,1.29,8,과자
1450,유기농 현미쌀과자 미니,레인보우팜㈜농업회사법인,70,387,83,1.29,8,과자
1451,유기농 현미칩,청원생명농협쌀조합공동사업법인,60,408,175,0.3,8.33,과자
1452,유기농검정깨스낵,씨튼장애인직업재활센터씨튼베이커리,65,431,231,23.08,7.69,과자
1453,유기농그래놀라코코넛과레드베리,해당없음,10000,414,164,26.7,6.8,과자
1454,유기농단호박쌀떡뻥,(주)에이뷰,25,400,0,4,8,과자
1455,유기농떡뻥백미,아이누리,30,400,0,0,6.67,과자
1456,유기농떡뻥치즈,아이누리,30,400,33,0,6.67,과자
1457,유기농라이스팝단호박브로콜리자색고구마,진터식품,15,407,0,0,6.67,과자
1458,유기농라이스팝바나나블루베리비트,진터식품,15,400,0,0,6.67,과자
1459,유기농롱스틱 레드,㈜더하이,30,390,0,2.5,10,과자
1460,유기농롱스틱 블랙,㈜더하이,30,400,0,0,10,과자
1461,유기농롱스틱 옐로우,㈜더하이,30,383,0,0,10,과자
1462,유기농바나나통통,바이오에프이주식회사,40,400,0,17.5,7.5,과자
1463,유기농바씨디다마,해당없음,180,580,40,28.7,4.7,과자
1464,유기농사과쌀떡뻥,(주)에이뷰,25,400,0,4,8,과자
1465,유기농스틱쌀과자와병아리콩,한세상,20,565,0,0,10,과자
1466,유기농쌀과자쌀눈자색고구마,(주)더하이,30,400,0,0,6.67,과자
1467,유기농쌀떡뻥꼬꼬볼,(주)짱죽,16,413,1,1.25,7.5,과자
1468,유기농쌀로만든단호박친구,진터식품,40,400,0,0,7.5,과자
1469,유기농쌀로만든쌀이팡(단호박),진터식품,39,415,51,0,7.69,과자
1470,유기농쌀로만든쌀이팡(자색고구마),진터식품,39,423,16,0,7.69,과자
1471,유기농쌀스틱,청오건강농업회사법인(주),40,400,0,0,5,과자
1472,유기농아로니아통통,바이오에프이주식회사,40,400,0,15,7.5,과자
1473,유기농오트후레이크,해당없음,20000,405,0,1.5,16,과자
1474,유기농인절미쌀스틱,(주)에이뷰,30,433,250,20,10,과자
1475,유기농초코크런치,해당없음,10000,448,19,26.5,8.5,과자
1476,유기농코코아볼,도울바이오푸드영농조합법인,300,332,197,39.33,5.33,과자
1477,유기농크런치트로피칼후르츠,해당없음,10000,415,51,17.8,7.5,과자
1478,유기농퍼프딸기야,바이오에프이주식회사,25,400,0,16,8,과자
1479,유기농퍼프망고야,바이오에프이주식회사,25,400,0,20,8,과자
1480,유기농퍼프사과야,바이오에프이주식회사,25,400,0,20,8,과자
1481,유기농퍼프포도야,바이오에프이주식회사,25,400,0,20,8,과자
1482,유기농퍼프현미랑사과랑,바이오에프이주식회사,30,400,0,18.67,6.67,과자
1483,유기농프로틴리치그래놀라,해당없음,10000,405,91,4.6,22.2,과자
1484,유기농해와달과별,씨튼장애인직업재활센터씨튼베이커리,30,417,150,33.33,7.33,과자
1485,유기농현미랑바나나볼,바이오에프이주식회사,30,400,100,13.33,6.67,과자
1486,유기농현미랑아로니아가통에쏙,바이오에프이주식회사,35,400,0,16.29,6.29,과자
1487,유기농현미로만든바나나볼,바이오에프이주식회사,65,408,108,15.38,6.15,과자
1488,유기농현미백미스낵,청오건강농업회사법인(주),50,400,0,2,6,과자
1489,유기농현미스틱쌀눈건강브라운,(주)더하이,30,400,17,0,10,과자
1490,유기농현미스틱쌀눈브로콜리,(주)더하이,30,400,0,0,6.67,과자
1491,유기농현미스틱쌀눈자색고구마,(주)더하이,30,400,0,0,6.67,과자
1492,유기농현미스틱쌀눈치즈단호박,(주)더하이,30,417,0,0,6.67,과자
1493,유기농현미스틱쌀눈치즈당근,(주)더하이,30,400,0,2.33,6.67,과자
1494,유기농현미스틱쌀눈현미,(주)더하이,30,417,0,0,6.67,과자
1495,유기농현미쌀스틱딸기,(주)에이뷰,30,400,17,6.67,6.67,과자
1496,유기농현미쌀스틱사과,(주)에이뷰,30,400,0,10,6.67,과자
1497,유기농현미약콩뻥과자,비룡유기농영농조합법인,260,405,75,0.69,8.05,과자
1498,유기농현미칩feat.귀리,주식회사아인스,30,400,3,0,6.67,과자
1499,유기농현미팝쌀눈자색고구마,(주)더하이,50,410,0,1.4,8,과자
1500,유기농현미팝쌀눈치즈단호박,(주)더하이,50,410,0,1.4,8,과자
1501,유기농현미팝쌀눈현미,(주)더하이,50,400,0,1.4,8,과자
1502,유기농현미팝쌀눈흑미,(주)더하이,50,400,0,1.4,8,과자
1503,유기농후버브레첼파티,해당없음,200,412,1640,1.2,10.8,과자
1504,유산균한입견과,(주)살루스,60,443,108,18.22,13.63,과자
1505,유자치즈케이크,(주)청우식품,190,415,144,32,4,과자
1506,유탕감자스틱,해당없음,6000,479,27,1,4.8,과자
1507,은가비우도땅콩과즐,은가비식품,350,451,120,18.29,5.71,과자
1508,은하철도999스낵,에코푸드(주),45,458,791,10,7.33,과자
1509,이든맘딸기맛퍼프,농업회사법인리뉴얼라이프(주),25,429,0,24.44,7,과자
1510,이든맘바나나퍼프,농업회사법인리뉴얼라이프(주),25,420,0,20,8,과자
1511,이든맘사과맛퍼프,농업회사법인리뉴얼라이프(주),25,429,0,22,6.4,과자
1512,이디야꿀오란다,(주)씨알푸드,30,500,167,23.33,13.33,과자
1513,이롬바삭그린,상일식품(주),40,525,475,15,5,과자
1514,이롬바삭브라운,상일식품(주),40,525,475,15,5,과자
1515,이베리코하몽감자칩,해당없음,140,443,350,2.3,7,과자
1516,이브로콘,가나식품공업사,4000,427,68,0.27,10,과자
1517,이브콘,해륙식품,1000,484,449,11,6,과자
1518,이비바네시라떼에밀레,해당없음,125,462,760,4.5,13,과자
1519,이비바네시밀가루와통밀부스러기,해당없음,250,432,840,4.4,13,과자
1520,이비바네시콘올리오엑스트라버진디올리바,해당없음,250,467,800,2.4,13,과자
1521,이즈니)갈레트,서울식품공업(주),30,517,100,23.33,3.33,과자
1522,이태리타올모양쫀듸기오리지널맛,(주)신흥물산,68,500,720,52.94,8.24,과자
1523,인디나쵸칩오리지날,해당없음,283,408,200,0,7,과자
1524,인디라운드나쵸칩,해당없음,454,489,200,0,7,과자
1525,인디안밥,(주)농심,83,506,747,3.98,6.02,과자
1526,인절미뚱카롱,주식회사더블스윗,40,463,95,27.5,5.75,과자
1527,인절미맛더블딥빼빼로,롯데제과(주),50,530,220,42,6.8,과자
1528,인절미볼,지디앤와이(주),70,467,186,4.29,7.14,과자
1529,인절미스낵,(주)델토리,185,517,183,13.33,10,과자
1530,인절미스낵,(주)에스디씨,130,560,350,12,6,과자
1531,인절미스넥,쌀로만푸드,30,533,133,13.33,6.67,과자
1532,인절미콩볼,농업회사법인리뉴얼라이프(주),25,436,48,12,12,과자
1533,인절미콩스넥,쌀로만푸드,800,600,150,20,7,과자
1534,인젠식물성프로틴바코코넛베리,(주)씨앤미,456,500,252,12.37,26.32,과자
1535,일과시간두부담백칩,미가푸드,55,531,321,7.36,7.8,과자
1536,일단백곤약바,크레푸드,280,446,285,14.29,15.36,과자
1537,일등병건빵,(주)신흥제과,100,400,350,16,11,과자
1538,입이심심할때와사비맛,(주)산과들에,20,475,800,15,5,과자
1539,입이심심할때허니버터맛,(주)산과들에,20,450,425,5,5,과자
1540,잇리얼유기농렌틸칩,해당없음,100,507,780,0.9,10.1,과자
1541,잇리얼퀴노아칩파프리카,해당없음,30,480,1700,5.67,7.67,과자
1542,있는그대로현미튀밥,도울바이오푸드영농조합법인,130,400,50,0,7.33,과자
1543,잉카베지칩스위트포테이토,해당없음,142,548,250,7,4,과자
1544,잉카케틀칩치즈앤어니언,해당없음,142,532,536,7,7,과자
1545,잉카콘칠리피칸테,해당없음,113,454,964,0,7,과자
1546,자가비대파&로메스코소스,해태가루비(주),45,589,289,2.22,6.67,과자
1547,자가비짭짤한맛,해태가루비(주),90,583,867,0,6.67,과자
1548,자가비허브솔트,해태가루비(주),90,583,383,1.67,6.67,과자
1549,자갈치문어맛,(주)농심,90,511,489,6.67,5.56,과자
1550,자색고구마스틱,(주)진성앤푸드원,1500,455,314,2.74,0.34,과자
1551,자색고구마칩,해당없음,110,525,385,8,4,과자
1552,자색고구마튀김,해당없음,5000,520,83,6.67,0,과자
1553,자야,농업회사법인(주)싱싱,30,480,333,6.67,10,과자
1554,자연공유단백질이답이다(original),대림종합식품,50,400,320,0,28,과자
1555,자연米담라이스팝심쿵산들바다,농업회사법인명성제분(주),90,424,23,1.2,0.87,과자
1556,자연이야기,지디앤와이(주),1100,444,142,5,6,과자
1557,자주손이가는옥수수스낵,성찬식품,70,479,307,0,7.14,과자
1558,자타르마타르,해당없음,150,467,1430,6.67,16.67,과자
1559,작두콩두부과자,알뜨랑농원,120,517,212,36.03,11.43,과자
1560,잣러스크,주식회사코리안파인,120,492,188,25,9.38,과자
1561,장미오인월병,해당없음,400,420,43,30,3.3,과자
1562,잭푸르트칩,해당없음,3000,430,150,60,5,과자
1563,쟈키쟈키,(주)빙그레,70,529,800,4.29,5.43,과자
1564,전주초코파이,농업회사법인주식회사천년누리,90,505,196,31,7,과자
1565,전통맛김부각,오가네참부각,30,550,622,0,15.56,과자
1566,점수네양파두부과자,미가푸드,120,557,453,5.87,8.93,과자
1567,정드림 누룽지,영농조합법인 정드림,2500,390,4,11.54,6.84,과자
1568,정드림 현미누룽지,영농조합법인 정드림,70,374,11,0,7.2,과자
1569,정든보리건빵,정든식품,450,420,300,33.33,11,과자
1570,제대로감자래요간장소스맛,(주)우리밀,50,510,420,14,0.8,과자
1571,제대로감자래요더블치즈맛,(주)우리밀,50,470,320,4,1,과자
1572,제로 카카오 케이크,롯데제과㈜,171,455,350,0,9,과자
1573,제주가득4가지타르트,(주)호남샤니,432,401,90,30.56,5.56,과자
1574,제주감귤타르트,(주)청우식품,240,417,172,32,4,과자
1575,제주감귤타르트,(주)호남샤니,240,587,200,23.33,6.67,과자
1576,제주감귤파이,(주)제키스,420,405,138,20,4,과자
1577,제주그대로감귤파이,(주)휴럼,148,436,135,24.32,3.38,과자
1578,제주녹차&한라봉타르트,(주)호남샤니,72,544,42,30.56,5.56,과자
1579,제주담은김부각,농업회사법인주식회사블랙푸드,35,486,492,2.29,10.86,과자
1580,제주도眞해풍맞은메밀건빵,(주)금풍제과,30,423,377,43.33,10,과자
1581,제주마음샌드,(주)파리크라상,230,478,261,21.74,4.35,과자
1582,제주오메기떡파이,(주)청우식품,280,423,221,27,5,과자
1583,제주우도땅콩타르트,(주)호남샤니,280,494,167,25,11.11,과자
1584,제주코시롱톳두부스낵,(주)쿠키아,50,536,395,15.6,9.6,과자
1585,제주통비트김부각,돌담푸드,50,480,580,2,12,과자
1586,제주한라봉타르트,(주)호남샤니,288,467,42,33.33,5.56,과자
1587,제주햇살김부각,돌담푸드,50,510,400,0,14,과자
1588,제크샌드콘버터맛,롯데제과(주),223,527,676,18.92,8.11,과자
1589,제트콘,(주)광일식품,200,471,560,17.4,4.7,과자
1590,젠틸리니노벨리니,해당없음,250,444,0,26.9,8.4,과자
1591,젠틸리니마르게리따,해당없음,250,440,440,6,8.1,과자
1592,젠틸리니브라질,해당없음,250,462,340,26,6.9,과자
1593,젠틸리니빅토리오,해당없음,250,445,400,27,8.3,과자
1594,젠틸리니오스베고,해당없음,250,440,228,23,9.1,과자
1595,조비스바나나칩,해당없음,100,530,167,13.3,0,과자
1596,조은아이유기농쌀과자단호박,한비즌,30,400,1,1,7.67,과자
1597,조청명인이만든하루든든견과바,농업회사법인(주)두레촌,500,516,0,16,20,과자
1598,종합마카로니,참맛식품,200,454,650,0.4,8,과자
1599,종합스넥마카로니,맛사랑식품,2500,423,66,0.47,12.1,과자
1600,종합전병,동산제과,300,407,170,46.67,7.03,과자
1601,죠리팡뮤즐리,(주)크라운제과,34,426,59,32.35,5.88,과자
1602,죠리퐁,(주)크라운제과,74,446,162,31.08,8.11,과자
1603,죠리퐁마시멜로,(주)크라운제과,39,436,154,35.9,7.69,과자
1604,주먹깨돌이,제일제과,120,460,457,16.67,8.67,과자
1605,주먹오란다,제일제과,130,460,457,16.67,6.67,과자
1606,주피미니그라시니페스토맛,해당없음,100,415,3,3,10,과자
1607,주피미니그라시니피자맛,해당없음,100,460,2,4,11.5,과자
1608,쥬시 블루베리 프루슬리(씨리얼 바),THE JORDANS&RYVITA COMPANY,180,387,0,29.33,6,과자
1609,쥬웨이라이스비스킷,(주)에스디씨,30,400,117,10,6,과자
1610,쥬웨이라이스비스킷단호박,(주)에스디씨,30,400,0,6.67,5.67,과자
1611,쥬웨이라이스비스킷바나나,(주)에스디씨,30,400,100,10,5.67,과자
1612,쥬웨이라이스비스킷자색고구마,(주)에스디씨,30,400,100,13.33,6,과자
1613,지도표성경김부각,월매식품,70,564,586,0,12.86,과자
1614,지앙미타오,해당없음,180,460,36,20,2.7,과자
1615,지후 단호박 떡뻥,지후쌀과자,30,383,0,0,6.67,과자
1616,지후 당근 떡뻥,지후쌀과자,30,383,0,0,6.67,과자
1617,지후 바나나 떡뻥,지후쌀과자,30,387,0,0,6.67,과자
1618,지후 배 떡뻥,지후쌀과자,30,383,0,0,6.67,과자
1619,지후 백미 떡뻥,지후쌀과자,30,393,0,0,6.67,과자
1620,지후 비트 떡뻥,지후쌀과자,30,387,0,0,6.67,과자
1621,지후 사과 떡뻥,지후쌀과자,30,383,0,0,6.67,과자
1622,지후 시금치 떡뻥,지후쌀과자,30,380,0,0,6.67,과자
1623,지후 양파 떡뻥,지후쌀과자,30,390,0,0,6.67,과자
1624,지후 자색고구마 떡뻥,지후쌀과자,30,387,0,0,6.67,과자
1625,진공건조자색고구마칩,해당없음,10000,410,0,30,2.8,과자
1626,진공건조토란칩,해당없음,10000,406,0,34,4.3,과자
1627,진저브레드버드,해당없음,125,462,1300,33,5.3,과자
1628,진저브레드세트,해당없음,140,453,1200,34,5.3,과자
1629,진저브레드하트,해당없음,125,462,1300,33,5.3,과자
1630,진짜두부칩,마늘빵집,60,390,467,16.67,10,과자
1631,진한브이콘,진한제과,50,480,376,10.6,5.8,과자
1632,짭짤고소리틀오땅,(주)우농,100,482,160,16,14,과자
1633,짱구,삼양식품(주),115,517,183,16.67,6.67,과자
1634,짱스낵,(주)코스모스제과,140,527,350,30,4.67,과자
1635,짱이야,(주)코스모스제과,56,527,232,14.29,5.36,과자
1636,쫄병매콤한맛,(주)농심,82,524,561,9.76,6.1,과자
1637,쫄병바베큐맛,(주)농심,82,524,512,7.32,6.1,과자
1638,쫄병숯불바베큐맛,(주)농심,82,524,512,7.32,6.1,과자
1639,쫄병안성탕면맛,(주)농심,77,513,831,5.19,7.79,과자
1640,쫄병짜파게티맛,(주)농심,77,500,833,9,6.67,과자
1641,찐감자맛콘칩,(주)청우식품,70,483,357,1.43,5.71,과자
1642,차나달,해당없음,150,467,533,0,16.67,과자
1643,착착,마라나타,200,540,63,6.67,6.67,과자
1644,찰옥수수퐁,영농조합법인산골농장,100,423,45,21,8,과자
1645,찰초코파이정앙크림,(주)오리온,336,436,286,35.71,3.57,과자
1646,참고구마스틱,해당없음,5000,515,84,6.6,0,과자
1647,참구수하고담백한검정콩건빵,우성식품,70,414,229,17.14,11.43,과자
1648,참구수하고담백한보리건빵,우성식품,2500,410,170,16,10,과자
1649,참그레인샌드,(주)크라운제과,64,489,469,34.38,6.25,과자
1650,참깨건빵,(주)신흥제과,60,483,350,21.67,10,과자
1651,참깨과자(코인모양),해당없음,200,411,300,33,7,과자
1652,참깨당과,해당없음,250,519,30,14,13,과자
1653,참깨도라쿠,해당없음,170,472,132,32,10,과자
1654,참깨라면타임,(주)빙그레,70,521,643,5.71,4.29,과자
1655,참깨맛,금성식품,1850,500,480,6.67,10,과자
1656,참깨비스켓,(주)금풍제과,250,400,280,17,12,과자
1657,참깨스틱,상일식품(주),220,495,600,20.91,7.27,과자
1658,참깨스틱21곡물+2견과,상일식품(주),205,463,405,8.78,8.78,과자
1659,참깨스틱진,(주)청우식품,85,455,494,21.18,8.24,과자
1660,참깨쌀전병,이봉환제과,120,436,417,42.5,8.33,과자
1661,참깨에그롤,해당없음,400,573,63,19,7,과자
1662,참깨와플,(주)삼아인터내셔날,108,531,213,29.63,7.41,과자
1663,참미니꽈배기,해당없음,6000,528,182,9.9,9.9,과자
1664,참바나나볼,농업회사법인주식회사명천물산,100,475,290,8,6,과자
1665,참버터갈릭새우칩,(주)코스모스제과,80,525,750,8.75,2.5,과자
1666,참소라형과자,(주)광일식품,190,505,300,17,7,과자
1667,참쌀선과,해당없음,115,485,600,14,5,과자
1668,참아이엔지치즈크림,해당없음,135,505,660,27,7,과자
1669,참오곡,(주)크라운제과,56,466,714,3.57,8.93,과자
1670,참우리밀,(주)크라운제과,56,457,696,1.25,10.71,과자
1671,참인절미스낵,(주)우리식품,70,474,106,14.29,5.71,과자
1672,참콘칩,(주)코스모스제과,120,546,358,3.33,6.67,과자
1673,참콘칩구운옥수수맛,미찌푸드(주),300,538,445,3,5,과자
1674,참콩고물,농업회사법인주식회사명천물산,100,464,299,8,7,과자
1675,참한솔뚜부과자,(주)쿠키아,50,546,360,16,10,과자
1676,참한입인절미,농업회사법인(주)싱싱,115,449,325,11.3,8.7,과자
1677,찹쌀김부각,오가네참부각,150,530,867,2.33,16.67,과자
1678,찹쌀다시마부각,오가네참부각,150,517,1600,2.33,6.67,과자
1679,찹쌀콘스타,농업회사법인주식회사명천물산,45,500,833,6.67,6.22,과자
1680,채소쌀과자,도울바이오푸드영농조합법인,32,406,438,0,6.25,과자
1681,처음먹는 빼빼롱뻥 단호박,㈜오늘도,30,390,0,0,6.67,과자
1682,처음먹는 빼빼롱뻥 사과,㈜오늘도,30,390,0,0,6.67,과자
1683,처음먹는 빼빼롱뻥 자색고구마,㈜오늘도,30,390,0,0,6.67,과자
1684,처음먹는 빼빼롱뻥 청포도,㈜오늘도,30,403,0,0,10,과자
1685,처음먹는딸기라이스볼,(주)제이디코리아,30,400,169,25,6,과자
1686,천마건빵,(주)금풍제과,30,400,807,13.6,8.47,과자
1687,청양마요어묵스낵,㈜디에이치푸드,70,484,2929,7.14,13.86,과자
1688,청포도뚱카롱,주식회사더블스윗,40,450,38,37.5,4.5,과자
1689,체다치즈볼,(주)산들촌,370,500,1390,10,5,과자
1690,체다치즈볼,(주)에스디씨,370,500,1390,10,5,과자
1691,체다치즈앤리크파이,해당없음,185,372,750,1.5,12,과자
1692,초단백질바,롯데제과(주),40,513,300,25,22.5,과자
